product_id,product_names,sale_offs,sales_prices,origin_prices,purchases,num_raters,ratings,categories_str,category_id
1166,Bóp nam HUY HOÀNG da bò cao cấp HH2102-2103 - Đen,,,259000,243,1,80,Bóp ví,6
1167,Ví nam gai cá sấu thời trang - Đen,0.38,800000,1300000,132,1,80,Bóp ví,6
1168,Ví nam da cá sấu cao cấp - Đen,0.49,887000,1739000,228,1,80,Bóp ví,6
1169,Combo Ví - Thắt Lưng nam Da Thật Vân Cá Sấu Da Giày Việt Nam VNLVCS110D-0130D - Đen,0.27,772000,1058000,239,1,80,Bóp ví,6
1170,Ví nam da bò Ropuna ép vân ngang - Nâu,0.21,349000,442000,216,1,80,Bóp ví,6
1171,Ví nam da cá sấu cao cấp - Vàng,0.49,887000,1739000,228,1,80,Bóp ví,6
1172,Ví nam vân thời trang - Đen,0.43,170000,299000,243,1,80,Bóp ví,6
1173,Ví nam Gia Vi dập vân da trăn 07 - Nâu,0.39,394000,641000,202,1,80,Bóp ví,6
1174,Ví nam da thật cao cấp - Da Giày Việt Nam VNLZND003-004 phối góc - Đen,0.48,199000,383000,257,1,80,Bóp ví,6
1175,Ví nam LATA LVN006 đơn giản - Nâu,,,355000,114,1,80,Bóp ví,6
1176,Ví nam Gia Vi vân cá sấu - Đen,0.43,309000,542000,216,1,80,Bóp ví,6
1177,Ví nam da bò chữ H thời trang - Đen,0.29,265000,375000,238,1,80,Bóp ví,6
1178,Ví nam da thật cao cấp - Da Giày Việt Nam VNLZND007 đơn giản - Da bò,0.48,199000,383000,231,1,80,Bóp ví,6
1179,Ví nam LATA LVN006 đơn giản - Xanh đen,,,355000,114,1,80,Bóp ví,6
1180,Ví nam da bò Ropuna viền vân tròn - Da bò,0.21,359000,454000,314,1,100,Bóp ví,6
1181,Ví nam da bò thêu chỉ Rich - Đen,0.34,263000,400000,262,1,80,Bóp ví,6
1182,Ví nam da bò Ropuna ép vân ngang - Đen,0.21,349000,442000,216,1,80,Bóp ví,6
1183,Ví da dê nam sọc cao cấp - Đen,0.41,253000,429000,441,20,80,Bóp ví,6
1184,Ví nam da bò thêu chỉ Rich - Da bò,0.34,263000,400000,262,1,80,Bóp ví,6
1185,Ví nam da cá sấu cao cấp - Nâu đỏ,0.49,887000,1739000,228,1,80,Bóp ví,6
1186,Ví nam da cá sấu cao cấp - Nâu,0.49,887000,1739000,228,1,80,Bóp ví,6
1187,Ví nam sang trọng VNL Da Giày Việt Nam DB1ZND19N - Da bò,0.6,191000,478000,163,1,80,Bóp ví,6
1188,Ví nam da bò chữ H thời trang - Nâu,0.29,265000,375000,238,1,80,Bóp ví,6
1189,Ví nam da bò Ropuna viền vân hình thoi - Nâu,0.21,359000,454000,238,1,80,Bóp ví,6
1190,Ví nam da bò Ropuna viền vân hình thoi - Đen,0.21,359000,454000,238,1,80,Bóp ví,6
1191,Ví nam da bò thêu chỉ Rich - Nâu,0.34,263000,400000,262,1,80,Bóp ví,6
1192,Ví nam LATA LVN006 đơn giản - Xanh rêu,,,355000,114,1,80,Bóp ví,6
1193,Ví nam da bò Ropuna viền vân tròn - Nâu,0.21,359000,454000,314,1,100,Bóp ví,6
1194,Ví nam da bò VSE đẳng cấp - Nâu,0.24,228000,300000,186,1,80,Bóp ví,6
1195,Ví nam da bò Gia Vi GV 1782 - Nâu,,,320000,212,1,80,Bóp ví,6
1196,Ví nam da bò VSE đẳng cấp - Đen,0.24,228000,300000,186,1,80,Bóp ví,6
1197,Ví nam Gia Vi vân cá sấu - Da bò,0.43,309000,542000,216,1,80,Bóp ví,6
1198,Ví nam đứng Ropuna da bò huyền thoại - Đen,0.21,359000,454000,216,1,80,Bóp ví,6
1199,Ví nam da bò Gia Vi GV 1782 - Đen,,,320000,212,1,80,Bóp ví,6
1200,Ví nam da bò thật Demen.07 - Đen,0.38,249000,402000,146,1,80,Bóp ví,6
1201,Ví nam da bò Ropuna viền vân hình thoi - Da bò,0.21,359000,454000,238,1,80,Bóp ví,6
1202,Ví nam da bò Ropuna viền vân tròn - Đen,0.21,359000,454000,314,1,100,Bóp ví,6
1203,Bộ Ví Thắt lưng HARU cao cấp Powerfulstyle + tặng kèm áo thun - Nâu,,,609000,162,1,80,Bóp ví,6
1204,Ví nam đứng Ropuna da bò huyền thoại - Nâu,0.21,359000,454000,216,1,80,Bóp ví,6
1205,Ví nam gai cá sấu thời trang - Nâu,0.38,800000,1300000,132,1,80,Bóp ví,6
1206,Ví da nam phối viền ngang Ropuna - Nâu,0.23,339000,440000,211,1,80,Bóp ví,6
1207,Ví nam da bò Ropuna sọc ngang - Da bò,0.21,359000,454000,293,1,80,Bóp ví,6
1208,Bộ Ví Thắt lưng HARU cao cấp Powerfulstyle + tặng kèm áo thun - Đen,,,609000,162,1,80,Bóp ví,6
1209,Ví nam da bò Ropuna sang trọng - Đen,0.21,359000,454000,253,1,80,Bóp ví,6
1210,Ví nam Gia Vi phối khóa bấm GV21 - Da bò,,,330000,149,1,80,Bóp ví,6
1211,Ví nam da thật cao cấp - Da Giày Việt Nam VNLZND001-002 - Da bò,0.48,199000,383000,155,1,80,Bóp ví,6
1212,Ví nam da bò Ropuna sang trọng - Nâu,0.21,359000,454000,253,1,80,Bóp ví,6
1213,Bóp nam HUY HOÀNG da bò cao cấp HH2113-2114 - Da bò,,,359000,199,1,80,Bóp ví,6
1214,Ví đứng nam GIA VI tinh tế GV35 - Da bò,,,290000,181,1,80,Bóp ví,6
1215,Ví nam vân cá sấu đẳng cấp - Đen,0.36,237000,370000,228,1,80,Bóp ví,6
1216,Ví đựng Passport da bò HUY HOÀNG HH9105- 9106 - Đen,,,409000,108,1,80,Bóp ví,6
1217,Ví nam đứng handmade da bò sang trọng - Nâu,0.05,369000,389000,234,1,80,Bóp ví,6
1218,Ví nam kiểu đứng da bò đẳng cấp - Nâu,0.28,228000,317000,290,1,80,Bóp ví,6
1219,Ví nam đứng handmade da bò sang trọng - Đen,0.05,369000,389000,234,1,80,Bóp ví,6
1220,Ví đứng nam da bò chữ H thời trang - Nâu,0.29,265000,375000,147,1,80,Bóp ví,6
1221,Ví nam ELMI da bò EVM30 - Đen,,,450000,146,1,80,Bóp ví,6
1222,Ví da nam phối sọc Dugi Leather - Nâu,0.4,262000,437000,255,1,80,Bóp ví,6
1223,Ví nam da dê phối sọc đẳng cấp - Nâu,0.31,203000,294000,264,1,80,Bóp ví,6
1224,Ví nam da thật cao cấp - Da Giày Việt Nam VNLZND006-008 - Đen,0.48,199000,383000,193,1,80,Bóp ví,6
1225,Ví nam LATA LVN008 thời trang - Xanh đen,,,355000,170,1,80,Bóp ví,6
1226,Ví nam da dê viền màu thời trang - Nâu,0.38,225000,360000,172,1,80,Bóp ví,6
1227,Ví nam da bò thêu chữ cá tính - Nâu,0.2,260000,325000,165,1,80,Bóp ví,6
1228,Ví nam da dê phối sọc đẳng cấp - Đen,0.31,203000,294000,264,1,80,Bóp ví,6
1229,Ví da nam phối sọc Dugi Leather - Đen,0.4,262000,437000,255,1,80,Bóp ví,6
1230,Ví nam Sunpolo thời trang - Đen,0.42,288000,500000,174,1,80,Bóp ví,6
1231,Ví nam da bò Ropuna sọc ngang - Đen,0.21,359000,454000,293,1,80,Bóp ví,6
1232,Ví da nam phối viền ngang Ropuna - Đen,0.23,339000,440000,211,1,80,Bóp ví,6
1233,Ví nam da thật cao cấp - Da Giày Việt Nam VNLZND001-002 - Đen,0.48,199000,383000,155,1,80,Bóp ví,6
1234,Ví nam LATA LVN008 thời trang - Đen,,,355000,170,1,80,Bóp ví,6
1235,Ví đựng Passport da bò HUY HOÀNG HH9105- 9106 - Nâu,,,409000,108,1,80,Bóp ví,6
1236,Ví nam thời trang VNL Da Giày Việt Nam DB1ZND18N - Nâu,0.47,191000,360000,141,1,80,Bóp ví,6
1237,Ví nam kiểu đứng da bò đẳng cấp - Đen,0.28,228000,317000,290,1,80,Bóp ví,6
1238,Ví nam GIA VI thời trang GV20 - Da bò,,,330000,256,1,80,Bóp ví,6
1239,Ví nam LATA LVN008 thời trang - Xanh rêu,,,355000,170,1,80,Bóp ví,6
1240,Bóp nam HUY HOÀNG da bò cao cấp HH2113-2114 - Đen,,,359000,199,1,80,Bóp ví,6
1241,Ví nam GIA VI phối sọc style GV37 - Đen,,,330000,144,1,80,Bóp ví,6
1242,Ví đứng nam GIA VI tinh tế GV35 - Đen,,,290000,181,1,80,Bóp ví,6
1243,Ví nam vân cá sấu đẳng cấp - Nâu,0.36,237000,370000,228,1,80,Bóp ví,6
1244,Ví nam GIA VI thời trang GV20 - Nâu,,,330000,256,1,80,Bóp ví,6
1245,Ví ngang nam Deabolar - Nâu,0.48,155000,300000,248,1,80,Bóp ví,6
1246,Ví nam da thật cao cấp - Da Giày Việt Nam VNLZND006-008 - Nâu,0.48,199000,383000,193,1,80,Bóp ví,6
1247,Ví nam da dê viền màu thời trang - Đen,0.38,225000,360000,172,1,80,Bóp ví,6
1248,Ví nam da bò Ropuna sọc ngang - Nâu,0.21,359000,454000,293,1,80,Bóp ví,6
1249,Ví nam LATA LVN008 thời trang - Nâu,,,355000,170,1,80,Bóp ví,6
1250,Ví nam da bò Ropuna sang trọng - Da bò,0.21,359000,454000,253,1,80,Bóp ví,6
1251,Ví nam Da Thật BR Trơn VNLVN213NB - Nâu,0.27,303000,415000,136,1,80,Bóp ví,6
1252,Ví đứng nam da bò chữ H thời trang - Đen,0.29,265000,375000,147,1,80,Bóp ví,6
1253,Ví nam da bò Gia Vi 01-02 - Nâu,0.13,289000,332000,154,1,80,Bóp ví,6
1254,Combo balo rút vs túi đeo chéo độc lạ - A,0.4,150000,250000,244,1,80,"Túi xách, đeo",7
1255,Cặp nam LATA thời thượng - Đen,0.16,545000,650000,198,1,100,"Túi xách, đeo",7
1256,Balo & cặp đeo chéo Buta 2 trong 1 - Đen,0.39,275000,450000,146,1,80,"Túi xách, đeo",7
1257,Túi đeo unisex họa tiết thổ cẩm - D,0.37,135000,215000,248,1,80,"Túi xách, đeo",7
1258,Túi đeo chéo unisex cá tính - Nâu,0.34,179000,270000,139,1,80,"Túi xách, đeo",7
1259,Combo balo rút + túi đeo chéo Paris - London - Kem,0.37,145000,230000,269,1,80,"Túi xách, đeo",7
1260,Cặp nam LATA thời thượng - Da,0.16,545000,650000,198,1,100,"Túi xách, đeo",7
1261,Túi đeo hông cá tính - Đen,0.32,169000,250000,221,1,80,"Túi xách, đeo",7
1262,Combo balo rút + túi đeo chéo Pikachu - Minion - Xanh,0.34,145000,220000,184,1,80,"Túi xách, đeo",7
1263,Túi đeo unisex họa tiết thổ cẩm - B,0.37,135000,215000,248,1,80,"Túi xách, đeo",7
1264,Túi đeo chéo nam CNT lịch lãm - Nâu,0.43,369000,650000,182,1,80,"Túi xách, đeo",7
1265,Cặp nam LATA thời thượng - Nâu,0.16,545000,650000,198,1,100,"Túi xách, đeo",7
1266,Túi ipad nam nữ CNT năng động - Nâu đỏ,0.3,320000,459000,262,1,80,"Túi xách, đeo",7
1267,Túi xách LATA thời trang Yuumy02 - Nâu,0.2,199000,250000,160,1,80,"Túi xách, đeo",7
1268,Túi đeo chéo nam CNT lịch lãm - Đen,0.43,369000,650000,182,1,80,"Túi xách, đeo",7
1269,Túi ipad nam nữ CNT năng động - Nâu,0.3,320000,459000,262,1,80,"Túi xách, đeo",7
1270,Combo balo rút + túi đeo chéo Paris - London - Đỏ,0.37,145000,230000,269,1,80,"Túi xách, đeo",7
1271,Túi ipad nam nữ CNT năng động - Da bò,0.3,320000,459000,262,1,80,"Túi xách, đeo",7
1272,Túi xách du lịch nam nữ vải dù Dutti - Đen,0.34,155000,235000,292,1,80,"Túi xách, đeo",7
1273,Combo balo rút + túi đeo chéo Pikachu - Minion - Trắng,0.34,145000,220000,184,1,80,"Túi xách, đeo",7
1274,Túi đeo chéo unisex cá tính - Đen,0.34,179000,270000,139,1,80,"Túi xách, đeo",7
1275,Combo balo rút vs túi đeo chéo độc lạ - B,0.4,150000,250000,244,1,80,"Túi xách, đeo",7
1276,Cặp nam LATA phối dây đeo năng động CA12 - Da bò,0.39,435000,713000,208,1,80,"Túi xách, đeo",7
1277,Túi xách LATA thời trang Yuumy02 - Đen,0.2,199000,250000,160,1,80,"Túi xách, đeo",7
1278,Túi xách nam LATA thời trang TX01 - Da bò,0.19,445000,550000,112,1,80,"Túi xách, đeo",7
1279,Túi đeo unisex họa tiết thổ cẩm - C,0.37,135000,215000,248,1,80,"Túi xách, đeo",7
1280,Cặp xách nam công sở CNT lịch lãm - Da bò,0.35,439000,675000,211,1,80,"Túi xách, đeo",7
1281,Túi đeo chéo nam nữ Troyy phong cách - Đen,0.33,195000,289000,198,1,80,"Túi xách, đeo",7
1282,Túi ipad nam nữ CNT năng động - Đen,0.3,320000,459000,262,1,80,"Túi xách, đeo",7
1283,Cặp nam LATA phối dây đeo năng động CA12 - Nâu đỏ,0.39,435000,713000,208,1,80,"Túi xách, đeo",7
1284,Túi xách nam LATA thời trang TX01 - Đen,0.19,445000,550000,112,1,80,"Túi xách, đeo",7
1285,Túi xách du lịch nam nữ vải dù Dutti - Xám,0.34,155000,235000,292,1,80,"Túi xách, đeo",7
1286,Túi xách UNISEX VNL đen thời trang VNLTX236D - Đen,0.39,567000,930000,252,1,80,"Túi xách, đeo",7
1287,Túi xách nam LATA thời trang TX01 - Nâu đỏ,0.19,445000,550000,112,1,80,"Túi xách, đeo",7
1288,Combo balo dây rút + túi đeo chéo Totoro - Doremon - A,0.37,145000,230000,233,1,80,"Túi xách, đeo",7
1289,Túi đeo chéo nam CNT lịch lãm - Da bò,0.43,369000,650000,182,1,80,"Túi xách, đeo",7
1290,Cặp nam LATA thời thượng - Nâu đỏ,0.16,545000,650000,198,1,100,"Túi xách, đeo",7
1291,Túi xách du lịch nam nữ Dutti vải bố lớn - Xanh,0.35,162000,250000,168,1,80,"Túi xách, đeo",7
1292,Combo balo dây rút + túi đeo chéo Totoro - Doremon - B,0.37,145000,230000,233,1,80,"Túi xách, đeo",7
1293,Túi đeo chéo nam nữ Troyy phong cách - Đỏ,0.33,195000,289000,198,1,80,"Túi xách, đeo",7
1294,Túi đeo unisex họa tiết thổ cẩm - A,0.37,135000,215000,248,1,80,"Túi xách, đeo",7
1295,Cặp xách nam công sở CNT lịch lãm - Vàng nghệ,0.35,439000,675000,211,1,80,"Túi xách, đeo",7
1296,Cặp nam LATA phối dây đeo năng động CA12 - Đen,0.39,435000,713000,208,1,80,"Túi xách, đeo",7
1297,Cặp laptop Unisex HASUN tiện dụng HS75 - Đen,,,376000,138,1,80,"Túi xách, đeo",7
1298,Túi xách du lịch nam nữ Dutti vải bố lớn - Đen,0.35,162000,250000,168,1,80,"Túi xách, đeo",7
1299,Túi xách nam LATA thời trang TX01 - Nâu,0.19,445000,550000,112,1,80,"Túi xách, đeo",7
1300,Combo túi đeo và bóp cầm họa tiết thổ cẩm - Nude,0.28,140000,195000,105,1,80,"Túi xách, đeo",7
1301,Túi đeo chéo nam CNT lịch lãm - Nâu đỏ,0.43,369000,650000,182,1,80,"Túi xách, đeo",7
1302,Túi đeo chéo Lata unisex IP00 - Đen,0.34,179000,270000,249,1,80,"Túi xách, đeo",7
1303,Túi du lịch thể thao nam nữ Dutti - Tím,0.06,649000,690000,199,1,80,"Túi xách, đeo",7
1304,Túi hộp nam Dutti thể thao tiện dụng - Đỏ,0.27,145000,199000,473,7,83,"Túi xách, đeo",7
1305,Túi du lịch Roady Journey Mikkor - Đen,0.13,279000,321000,189,1,80,"Túi xách, đeo",7
1306,Túi du lịch thể thao nam nữ Dutti - Vàng,0.06,649000,690000,199,1,80,"Túi xách, đeo",7
1307,Túi đeo chéo da nam năng động - Da bò,0.46,133000,246000,196,1,80,"Túi xách, đeo",7
1308,Túi đeo chéo Mikkor Roady Sling - Xanh đen,0.22,278000,356000,213,1,80,"Túi xách, đeo",7
1309,Túi trống xếp du lịch tiện dụng - Đen,0.25,345000,460000,211,1,80,"Túi xách, đeo",7
1310,Túi du lịch Roady Journey Mikkor - Nâu,0.29,190000,268000,319,1,80,"Túi xách, đeo",7
1311,Túi hộp nam Dutti thể thao tiện dụng - Đỏ đô,0.21,435000,551000,207,1,80,"Túi xách, đeo",7
1312,Túi đeo chéo da nam năng động - Nâu,0.27,145000,199000,473,7,83,"Túi xách, đeo",7
1313,Túi hộp nam Dutti thể thao tiện dụng - Xanh dương,0.29,190000,268000,319,1,80,"Túi xách, đeo",7
1314,Cặp xách nam công sở CNT lịch lãm - Đen,0.25,345000,460000,211,1,80,"Túi xách, đeo",7
1315,Túi du lịch Roady Journey Mikkor - Xám,0.32,445000,654000,217,1,80,"Túi xách, đeo",7
1316,Túi ipad mini SBL unisex sành điệu - Đen,0.06,649000,690000,199,1,80,"Túi xách, đeo",7
1317,Túi đeo chéo Mikkor Roady Sling - Xám,0.13,279000,321000,189,1,80,"Túi xách, đeo",7
1318,Túi hộp nam Dutti thể thao tiện dụng - Xanh đen,0.35,439000,675000,211,1,80,"Túi xách, đeo",7
1319,Túi đeo chéo Mikkor Roady Sling - Đỏ,0.19,287000,354000,170,1,80,"Túi xách, đeo",7
1320,Túi hộp nam Dutti thể thao tiện dụng - Đen,0.21,435000,551000,207,1,80,"Túi xách, đeo",7
1321,Túi xách du lịch nam nữ Togo Bags - Đen,0.29,190000,268000,319,1,80,"Túi xách, đeo",7
1322,Túi đeo chéo Mikkor Roady Sling - Xanh lá,0.35,439000,675000,211,1,80,"Túi xách, đeo",7
1323,Túi xách unisex cao cấp Togo Bags TGB02 - Da bò,0.24,365000,480000,174,1,80,"Túi xách, đeo",7
1324,Túi trống xếp du lịch tiện dụng - Xanh dương,0.22,278000,356000,213,1,80,"Túi xách, đeo",7
1325,Túi đeo chéo Mikkor Roady Sling - Nâu,0.27,145000,199000,473,7,83,"Túi xách, đeo",7
1326,Túi đeo chéo Lata unisex IP00 - Da bò,0.21,435000,551000,207,1,80,"Túi xách, đeo",7
1327,Túi du lịch thể thao nam nữ Dutti - Nâu đỏ,0.32,445000,654000,217,1,80,"Túi xách, đeo",7
1328,Balo nam nữ đa năng thời trang - Đen,0.19,287000,354000,170,1,80,"Túi xách, đeo",7
1329,Túi đeo chéo Mikkor Roady Sling - Đen,0.29,190000,268000,319,1,80,"Túi xách, đeo",7
1330,Túi du lịch thể thao nam nữ Dutti - Đen,0.29,190000,268000,319,1,80,"Túi xách, đeo",7
1331,Túi đeo chéo da nam năng động - Đen,0.13,279000,321000,189,1,80,"Túi xách, đeo",7
1332,Túi xách unisex cao cấp Togo Bags TGB02 - Nâu đỏ,0.22,278000,356000,213,1,80,"Túi xách, đeo",7
1333,Túi đeo chéo Lata unisex IP00 - Nâu,0.27,145000,199000,473,7,83,"Túi xách, đeo",7
1334,Túi đeo chéo Mikkor Roady Sling - Xanh rêu,0.25,345000,460000,211,1,80,"Túi xách, đeo",7
1335,Túi đeo chéo nam Lata HL02 - Da bò đậm,0.32,445000,654000,217,1,80,"Túi xách, đeo",7
1336,Cặp xách nam công sở CNT lịch lãm - Nâu,0.13,279000,321000,189,1,80,"Túi xách, đeo",7
1337,Túi xách unisex cao cấp Togo Bags TGB02 - Đen,0.27,145000,199000,473,7,83,"Túi xách, đeo",7
1338,Túi ipad mini SBL unisex sành điệu - Nâu,0.34,179000,270000,249,1,80,"Túi xách, đeo",7
1339,Túi xách du lịch nam nữ Togo Bags - Nâu,0.13,279000,321000,189,1,80,"Túi xách, đeo",7
1340,Cặp sách đa năng cỡ lớn Troy - Đỏ,0.32,445000,654000,217,1,80,"Túi xách, đeo",7
1341,Cặp sách đa năng cỡ lớn Troy - Đen,0.06,649000,690000,199,1,80,"Túi xách, đeo",7
1342,Túi du lịch Roady Journey Mikkor - Xanh đen,0.13,279000,321000,189,1,80,"Túi xách, đeo",7
1343,Túi hộp nam Dutti thể thao tiện dụng - Tím,0.34,179000,270000,249,1,80,"Túi xách, đeo",7
1344,Túi xách unisex cao cấp Togo Bags TGB02 - Nâu,0.3,150000,214000,197,1,80,"Túi xách, đeo",7
1345,Túi hộp nam Dutti thể thao tiện dụng - Vàng,0.27,145000,199000,473,7,83,"Túi xách, đeo",7
1346,Túi du lịch thể thao nam nữ Dutti - Đỏ,0.29,190000,268000,319,1,80,"Túi xách, đeo",7
1347,Túi xách du lịch nam nữ Togo Bags - Da bò,0.29,190000,268000,319,1,80,"Túi xách, đeo",7
1348,Túi ipad mini SBL unisex sành điệu - Tím,0.46,133000,246000,196,1,80,"Túi xách, đeo",7
1349,Túi du lịch thể thao nam nữ Dutti - Xanh đen,0.13,279000,321000,189,1,80,"Túi xách, đeo",7
1350,Túi Ipad đeo chéo Togo Bags 10in05 - Nâu,0.22,138000,177000,146,1,80,"Túi xách, đeo",7
1351,Túi đựng ipad sành điệu - Nâu,,,255000,239,1,80,"Túi xách, đeo",7
1352,Túi đựng ipad sành điệu - Nâu đậm,,,499000,131,1,80,"Túi xách, đeo",7
1353,Túi trống xếp du lịch tiện dụng - Đỏ,0.34,139000,211000,331,1,80,"Túi xách, đeo",7
1354,Túi Ipad đeo chéo hiệu CNT.16 - Da bò,0.3,299000,430000,180,1,80,"Túi xách, đeo",7
1355,Túi đeo chéo Glamour Chic New MIKKOR GCN - Xám chì,,,499000,131,1,80,"Túi xách, đeo",7
1356,Túi trống cần kéo du lịch HASUN HS 665 - Đỏ,0.43,199000,350000,284,1,80,"Túi xách, đeo",7
1357,Túi xách LATA thời thượng Yuumy03 - Nâu,0.01,207000,209000,248,1,80,"Túi xách, đeo",7
1358,Túi xách du lịch năng động - Đen,0.3,1190000,1700000,153,1,80,"Túi xách, đeo",7
1359,Túi xách đựng Ipad nam nữ CNT công sở - Đen,0.45,359000,650000,204,1,80,"Túi xách, đeo",7
1360,Túi xách du lịch tiện dụng - Đen,,,235000,142,1,80,"Túi xách, đeo",7
1361,Ba lô nam HBB REVERSIBLE POLY-BAG - Xám,,,1490000,230,1,80,"Túi xách, đeo",7
1362,Túi xách đựng Ipad nam nữ CNT công sở - Nâu đỏ,0.43,199000,350000,284,1,80,"Túi xách, đeo",7
1363,Túi đựng ipad tiện dụng HASUN HS 621 - Xanh,0.2,199000,250000,263,1,80,"Túi xách, đeo",7
1364,Túi đựng ipad tiện dụng HASUN HS 621 - Nâu,0.01,207000,209000,248,1,80,"Túi xách, đeo",7
1365,Túi Ipad đeo chéo hiệu CNT.16 - Nâu đỏ,,,235000,136,1,80,"Túi xách, đeo",7
1366,Túi trống cần kéo du lịch HASUN HS 665 - Xanh,,,349000,134,1,80,"Túi xách, đeo",7
1367,Túi đeo ipad form dài HASUN HS 622 - Xám,,,499000,131,1,80,"Túi xách, đeo",7
1368,Túi đeo chéo Glamour Chic New MIKKOR GCN - Hồng,0.01,207000,209000,248,1,80,"Túi xách, đeo",7
1369,Túi đeo chéo nam LATA Yummy 10 - Nâu,0.34,295000,447000,241,1,80,"Túi xách, đeo",7
1370,Túi đeo chéo nam LATA Yummy 10 - Đen,,,2250000,242,1,80,"Túi xách, đeo",7
1371,Túi Ipad đeo chéo hiệu CNT.16 - Đen,0.26,158000,214000,265,1,80,"Túi xách, đeo",7
1372,Túi xách đựng Ipad nam nữ CNT công sở - Nâu,0.45,359000,650000,204,1,80,"Túi xách, đeo",7
1373,Ba lô nam HBB TEXTURED NYLON-BAG - Nâu đen,0.45,359000,650000,204,1,80,"Túi xách, đeo",7
1374,Cặp đeo chéo vbag năng động - Đen,,,255000,239,1,80,"Túi xách, đeo",7
1375,Túi xách mini nam nữ Dutti Caro 2 ngăn - Đỏ,0.31,155000,225000,198,1,80,"Túi xách, đeo",7
1376,Túi Ipad đeo chéo Togo Bags 10in05 - Da bò,0.34,295000,447000,241,1,80,"Túi xách, đeo",7
1377,Túi đựng ipad tiện dụng HASUN HS 621 - Xanh dương,,,235000,136,1,80,"Túi xách, đeo",7
1378,Túi Ipad đeo chéo Togo Bags 10in05 - Đen,0.31,155000,225000,198,1,80,"Túi xách, đeo",7
1379,Túi xách mini nam nữ Dutti Caro 2 ngăn - Xanh đen,0.2,199000,250000,263,1,80,"Túi xách, đeo",7
1380,Túi xách nam ELMI da bò ETM359 - Đen,,,235000,142,1,80,"Túi xách, đeo",7
1381,Túi xách du lịch năng động - Đỏ,0.34,139000,211000,331,1,80,"Túi xách, đeo",7
1382,Túi đeo chéo laptop đơn giản - Nâu,0.01,207000,209000,248,1,80,"Túi xách, đeo",7
1383,Túi xách đựng Ipad nam nữ CNT công sở - Da bò,,,349000,134,1,80,"Túi xách, đeo",7
1384,Túi đeo chéo nam LATA Yummy 07 - Đen,0.38,267000,431000,228,1,80,"Túi xách, đeo",7
1385,Túi đeo chéo nam LATA Yummy 07 - Nâu,,,255000,239,1,80,"Túi xách, đeo",7
1386,Túi đựng ipad tiện dụng HASUN HS 621 - Xám,0.45,359000,650000,204,1,80,"Túi xách, đeo",7
1387,Túi Ipad đeo chéo hiệu CNT.16 - Nâu,0.46,133000,246000,196,1,80,"Túi xách, đeo",7
1388,Cặp đeo chéo vbag năng động - Da bò,0.34,139000,211000,331,1,80,"Túi xách, đeo",7
1389,Túi đeo ipad form dài HASUN HS 622 - Xanh,0.4,960000,1600000,169,1,80,"Túi xách, đeo",7
1390,Túi đeo chéo laptop đơn giản - Đen,0.3,299000,430000,180,1,80,"Túi xách, đeo",7
1391,Cặp đeo chéo vbag năng động - Nâu,0.38,267000,431000,228,1,80,"Túi xách, đeo",7
1392,Túi trống cần kéo du lịch HASUN HS 665 - Đen,,,1490000,172,1,80,"Túi xách, đeo",7
1393,Túi đeo chéo Glamour Chic New MIKKOR GCN - Nâu,,,349000,134,1,80,"Túi xách, đeo",7
1394,Túi xách LATA thời thượng Yuumy03 - Đen,0.38,267000,431000,228,1,80,"Túi xách, đeo",7
1395,Túi xách nam ELMI da bò ETM546 - Nâu,0.38,267000,431000,228,1,80,"Túi xách, đeo",7
1396,Túi đeo ipad form dài HASUN HS 622 - Đen,0.34,295000,447000,241,1,80,"Túi xách, đeo",7
1397,Cặp xách nam ELMI da bò ETM547 - Đen,0.26,158000,214000,265,1,80,"Túi xách, đeo",7
1398,Túi đeo chéo Glamour Chic New MIKKOR GCN - Xám,,,246000,169,1,80,"Túi xách, đeo",7
1399,Túi đeo chéo Glamour Chic New MIKKOR GCN - Nâu,0.3,744000,1063000,171,1,80,"Túi xách, đeo",7
1400,Cặp xách đa năng nam nữ CNT cao cấp - Đen,0.28,142000,196000,234,1,80,"Túi xách, đeo",7
1401,Túi xách du lịch HASUN tiện dụng HS61 - Xanh,0.42,150000,260000,230,1,80,"Túi xách, đeo",7
1402,Cặp xách đa năng nam nữ CNT cao cấp - Vàng nghệ,0.37,215000,340000,122,1,80,"Túi xách, đeo",7
1403,Túi đeo chéo lớn MIKKOR The Arnold TA - Xanh đen,0.31,589000,859000,220,2,80,"Túi xách, đeo",7
1404,Cặp táp nam nữ Italy độc đáo - Đen,0.03,222000,230000,117,1,80,"Túi xách, đeo",7
1405,Combo balo rút vs túi đeo chéo Smile - Believe - A,0.3,255000,364000,134,1,80,"Túi xách, đeo",7
1406,Túi đeo chéo Glamour Chic New MIKKOR GCN - Xanh,,,599000,214,1,80,"Túi xách, đeo",7
1407,Túi xách nam đeo chéo PM thời trang - Nâu,0.04,254000,265000,130,1,80,"Túi xách, đeo",7
1408,Cặp Xách Nam Thanh Lịch - Nâu,0.31,589000,859000,220,2,80,"Túi xách, đeo",7
1409,Cặp Nam LATA lịch lãm CA13 - Da bò,0.28,142000,196000,234,1,80,"Túi xách, đeo",7
1410,Combo balo rút + túi đeo chéo sắc màu - Vàng,0.39,567000,930000,134,1,80,"Túi xách, đeo",7
1411,Túi xách du lịch unisex VNL cao cấp nâu TXDL123B - Nâu,0.05,205000,215000,257,1,80,"Túi xách, đeo",7
