product_id,product_names,sale_offs,sales_prices,origin_prices,purchases,num_raters,ratings,categories_str,category_id
0,Áo khoác nam Akuba -3307 - Xanh,,,520000,165,1,80,Áo khoác,0
1,Áo khoác Bomber Nam Nữ 1980 phong cách - Xanh đen,0.31,165000,239000,521,13,86,Áo khoác,0
2,Áo khoác nam nữ chống tia UV xám thể thao - A,0.29,375000,525000,180,4,80,Áo khoác,0
3,Áo khoác nam nữ AW phong cách - Đỏ đô,0.31,165000,239000,183,1,80,Áo khoác,0
4,Áo khoác unisex phối chữ cá tính - Trắng,0.34,179000,270000,326,3,87,Áo khoác,0
5,Áo khoác Bomber Nam Nữ cá tính - Xanh đen,0.33,160000,239000,508,1,80,Áo khoác,0
6,Áo khoác dù nam nữ phong cách - Tím,0.33,209000,310000,325,3,80,Áo khoác,0
7,Áo khoác unisex phối chữ cá tính - Đen,0.34,179000,270000,326,3,87,Áo khoác,0
8,Áo khoác nam nữ D2 cá tính - Đen,0.28,205000,285000,190,1,100,Áo khoác,0
9,Áo khoác dù nam nữ cá tính - Xanh dương,0.33,235000,350000,302,5,96,Áo khoác,0
10,Áo khoác Kaki Pilot Landing trẻ trung - Xanh rêu,0.31,165000,239000,345,4,80,Áo khoác,0
11,Áo khoác dù nam nữ phong cách - Đen,0.33,209000,310000,325,3,80,Áo khoác,0
12,Áo khoác kaki nam nữ thể thao phối viền - Xanh đen,0.36,240000,375000,328,5,88,Áo khoác,0
13,Áo khoác nam nữ D2 cá tính - Xanh,0.28,205000,285000,190,1,100,Áo khoác,0
14,Áo khoác nam Akuba cao cấp -3309 - Xanh rêu,,,600000,178,1,80,Áo khoác,0
15,Áo khoác Bomber Nam Nữ cá tính - Xanh lính,0.33,160000,239000,508,1,80,Áo khoác,0
16,Áo khoác unisex phối chữ cá tính - Xám,0.34,179000,270000,326,3,87,Áo khoác,0
17,Áo khoác nam nữ chống tia UV 3 sọc thể thao - Xám,0.27,415000,565000,180,1,80,Áo khoác,0
18,Áo khoác Bomber Nam Nữ 1980 phong cách - Trắng,0.31,165000,239000,521,13,86,Áo khoác,0
19,Áo khoác Bomber Nam Nữ cá tính - Đen,0.33,160000,239000,508,1,80,Áo khoác,0
20,Áo khoác kaki nam nữ cổ lọ AL cá tính - Đỏ đô,0.3,245000,350000,475,14,80,Áo khoác,0
21,Áo khoác kaki nam nữ rằn ri E-Sport sành điệu - Nâu,0.4,225000,375000,265,7,80,Áo khoác,0
22,Áo khoác nam nữ AW phong cách - Xanh rêu,0.31,165000,239000,183,1,80,Áo khoác,0
23,Áo khoác nam nữ chống tia UV xám thể thao - B,0.29,375000,525000,180,4,80,Áo khoác,0
24,Áo khoác nam Akuba cao cấp -3309 - Da,,,600000,178,1,80,Áo khoác,0
25,Áo khoác kaki nam nữ Fast & Furious 7 - Đỏ,0.38,250000,400000,325,6,80,Áo khoác,0
26,Áo khoác Bomber Nam Nữ 1980 phong cách - Đen,0.31,165000,239000,521,13,86,Áo khoác,0
27,Áo khoác nam nữ phối dây kéo thời trang - Đỏ,0.28,250000,345000,422,7,80,Áo khoác,0
28,Áo cardigan nam phong cách hàn quốc - Xanh đen,0.3,299000,430000,197,1,80,Áo khoác,0
29,Áo khoác nam Iron-man - Đen,0.33,250000,375000,269,1,80,Áo khoác,0
30,Áo khoác nam Akuba cao cấp -3309 - Đen,,,600000,178,1,80,Áo khoác,0
31,Áo khoác dù nam nữ cá tính - Xanh lá,0.33,235000,350000,302,5,96,Áo khoác,0
32,Áo khoác kaki nam nữ Onymax cá tính - Đen,0.34,299000,450000,126,1,80,Áo khoác,0
33,Áo khoác nam nữ hai dây kéo cá tính - Xanh,0.28,250000,345000,323,2,80,Áo khoác,0
34,Áo khoác nam nữ AW phong cách - Đen,0.31,165000,239000,183,1,80,Áo khoác,0
35,Áo khoác nam nữ phối dây kéo thời trang - Nâu,0.28,250000,345000,422,7,80,Áo khoác,0
36,Áo khoác kaki nam nữ đại bàng cá tính - Trắng,0.29,245000,345000,788,17,80,Áo khoác,0
37,Áo khoác nam Akuba cao cấp -3309 - Kem,,,600000,178,1,80,Áo khoác,0
38,Áo khoác Kaki Pilot Landing trẻ trung - Đen,0.31,165000,239000,345,4,80,Áo khoác,0
39,Áo khoác dù nam nữ dây kéo màu cá tính - Xanh,0.39,149000,245000,243,1,80,Áo khoác,0
40,Áo khoác kaki nam nữ cổ lọ phối túi - Nâu,0.3,245000,350000,187,5,80,Áo khoác,0
41,Áo khoác dù nam nữ phong cách - Xanh,0.33,209000,310000,325,3,80,Áo khoác,0
42,Áo khoác unisex phối chữ cá tính - Xanh đen,0.34,179000,270000,326,3,87,Áo khoác,0
43,Áo Cardigan thu đông lãng tử - Đen,0.3,385000,550000,204,1,80,Áo khoác,0
44,Áo khoác Kaki Pilot Landing trẻ trung - Xám,0.31,165000,239000,345,4,80,Áo khoác,0
45,Áo khoác kaki nam nữ cổ lọ phối da - Đen,0.3,245000,350000,232,1,80,Áo khoác,0
46,Áo khoác Bomber Nam Nữ cá tính - Đỏ đô,0.33,160000,239000,508,1,80,Áo khoác,0
47,Áo khoác nam Iron-man - Xanh dương,0.33,250000,375000,269,1,80,Áo khoác,0
48,Áo khoác nam cổ phối nút PA - Xám,0.39,229000,375000,197,1,80,Áo khoác,0
49,Áo khoác nam cổ trụ phong cách - Đen,0.39,255000,418000,716,34,80,Áo khoác,0
50,Áo khoác nam mã vạch thời trang - Đen,0.43,295000,518000,182,2,80,Áo khoác,0
51,Áo khoác bomber nam nữ phong cách - Xanh rêu,0.38,260000,419000,276,1,80,Áo khoác,0
52,Áo khoác kaki nam nữ hai khoá kéo thời trang - Xanh đen,0.42,269000,464000,326,6,87,Áo khoác,0
53,Áo khoác dù nam nút bấm in chữ cá tính - Đen,0.4,210000,350000,216,7,83,Áo khoác,0
54,Áo khoác dù nam Sportwear nam tính - Đen,0.27,319000,437000,182,1,80,Áo khoác,0
55,Áo khoác kaki bomber Jacket Unisex thời trang - Xanh lính,0.43,295000,518000,292,1,80,Áo khoác,0
56,Áo khoác kaki nam sang trọng - Đen,0.35,226000,350000,478,13,80,Áo khoác,0
57,Áo khoác dù nam nữ phối màu thời trang - Xanh dương,0.4,345000,575000,292,2,80,Áo khoác,0
58,Áo khoác dù nam nữ 2 lớp chuyển đổi - Đỏ,0.3,245000,350000,1028,46,80,Áo khoác,0
59,Áo khoác dù nam phối nón mạnh mẽ - Xanh dương,0.37,245000,390000,193,1,80,Áo khoác,0
60,Áo khoác dù nam phối màu sành điệu - Đen,0.34,339000,514000,276,2,80,Áo khoác,0
61,Áo khoác da nam lịch lãm - Đen,0.26,245000,331000,226,6,80,Áo khoác,0
62,Áo khoác nam mã vạch thời trang - Xanh rêu,0.3,245000,350000,460,7,80,Áo khoác,0
63,Áo khoác kaki nam Jacket viền túi - Xanh ngọc,0.43,295000,518000,182,2,80,Áo khoác,0
64,Áo khoác dù nam nữ 2 lớp chuyển đổi - Xanh đen,0.27,175000,240000,155,1,80,Áo khoác,0
65,Áo khoác kaki bomber Jacket Unisex thời trang - Trắng,0.5,296000,590000,284,1,80,Áo khoác,0
66,Áo khoác dù nam phối nón mạnh mẽ - Tím,0.4,205000,340000,383,5,80,Áo khoác,0
67,Áo khoác kaki bomber Jacket Unisex thời trang - Xám,0.37,270000,429000,276,1,80,Áo khoác,0
68,Áo khoác kaki nam phối viền màu - Xanh đen,0.27,319000,437000,182,1,80,Áo khoác,0
69,Áo hoodie nam nữ LOVE trẻ trung - Xám,0.3,245000,350000,433,12,82,Áo khoác,0
70,Áo khoác kaki nam phối da vai - Vàng nghệ,0.38,260000,419000,276,1,80,Áo khoác,0
71,Áo khoác kaki nam nữ phối khóa sành điệu - Xanh rêu,0.3,145000,207000,276,1,80,Áo khoác,0
72,Áo khoác kaki Bomber nam nữ sành điệu - Xanh rêu,0.3,245000,350000,1028,46,80,Áo khoác,0
73,Áo khoác kaki nam nữ phối khóa sành điệu - Da bò,0.43,295000,518000,292,1,80,Áo khoác,0
74,Áo khoác dù nam nữ 2 lớp chuyển đổi - Xanh lá,0.24,190000,250000,523,17,82,Áo khoác,0
75,Áo khoác kaki nam in chữ phong cách - Xanh đen,0.4,205000,340000,383,5,80,Áo khoác,0
76,Áo khoác kaki nam nữ kiểu dáng thời trang - Đen,0.3,150000,214000,406,1,80,Áo khoác,0
77,Áo khoác dù nam BW cá tính - Đen,0.3,245000,350000,1028,46,80,Áo khoác,0
78,Áo khoác dù nam Black simple - Đen,0.31,140000,203000,416,10,82,Áo khoác,0
79,Áo khoác kaki nam bo lai - Xanh rêu,0.38,260000,419000,276,1,80,Áo khoác,0
80,Áo khoác kaki nam Jacket viền túi - Xanh rêu,0.43,295000,518000,282,1,80,Áo khoác,0
81,Áo khoác kaki Bomber nam nữ sành điệu - Xanh,0.3,245000,350000,460,7,80,Áo khoác,0
82,Áo khoác bóng chày nam Black White - Trắng,0.38,260000,419000,276,1,80,Áo khoác,0
83,Áo khoác dù nam nút bấm in chữ cá tính - Xám,0.43,295000,518000,292,1,80,Áo khoác,0
84,Áo khoác kaki bomber Jacket Unisex thời trang - Đen,0.4,345000,575000,292,2,80,Áo khoác,0
85,Áo khoác kaki nam nữ kiểu dáng thời trang - Xanh đen,0.39,358000,587000,262,2,80,Áo khoác,0
86,Áo khoác dù nam lính phong cách - Xám,0.35,226000,350000,478,13,80,Áo khoác,0
87,Áo khoác kaki nam in chữ phong cách - Xanh lính,0.35,226000,350000,478,13,80,Áo khoác,0
88,Áo khoác kaki nam bo lai - Kem,0.3,245000,350000,433,12,82,Áo khoác,0
89,Áo khoác dù nam nữ phong cách - Đen,0.29,219000,308000,278,3,87,Áo khoác,0
90,Áo khoác dù nam nút bấm in chữ cá tính - Xanh đen,0.3,249000,356000,413,8,83,Áo khoác,0
91,Áo khoác nam mã vạch thời trang - Đỏ đô,0.42,269000,464000,326,6,87,Áo khoác,0
92,Áo khoác kaki bomber Jacket Unisex thời trang - Xanh đen,0.4,205000,340000,383,5,80,Áo khoác,0
93,Áo khoác kaki nam nữ phối khóa sành điệu - Nâu,0.29,237000,334000,286,1,80,Áo khoác,0
94,Áo khoác nam Benplay Fashion - Xanh dương,0.31,239000,346000,424,10,82,Áo khoác,0
95,Áo khoác nỉ nam phối màu PA - Đen,0.38,260000,419000,276,1,80,Áo khoác,0
96,Áo khoác nam nữ bóng chày cá tính - Xanh đen,0.38,174000,281000,361,8,80,Áo khoác,0
97,Áo khoác kaki nam phối màu - Kem,0.35,208000,320000,278,1,80,Áo khoác,0
98,Áo khoác nỉ nam phối sọc năng động - Xám,0.36,145000,227000,451,2,80,Áo khoác,0
99,Áo khoác kaki nam tay phối sọc - Kem,0.39,278000,456000,353,9,80,Áo khoác,0
100,Áo khoác nam nữ bóng chày cá tính - Đen,0.38,174000,281000,361,8,80,Áo khoác,0
101,Áo khoác nam black S.Boss - Đen,0.67,159000,489000,240,1,80,Áo khoác,0
102,Áo khoác kaki nam tay phối sọc - Đỏ đô,0.39,278000,456000,353,9,80,Áo khoác,0
103,Áo khoác dù nam phối sọc phong cách - Xanh rêu,0.39,258000,423000,248,5,80,Áo khoác,0
104,Áo khoác dù nam nữ Sport - Xanh đen,0.25,216000,288000,383,1,80,Áo khoác,0
105,Áo khoác kaki nam 2 lớp cá tính - Đen,0.29,278000,392000,339,15,81,Áo khoác,0
106,Áo khoác dù nam phối logo thời trang - Đen,0.38,208000,335000,1093,63,80,Áo khoác,0
107,Áo khoác nỉ nam phối sọc Gunner - Xám,0.31,150000,217000,255,7,80,Áo khoác,0
108,Áo khoác nam nữ số 72 - Đỏ đô,0.37,143000,227000,342,6,83,Áo khoác,0
109,Áo khoác nỉ nam nữ Division 92 - Đen,0.4,275000,458000,240,1,80,Áo khoác,0
110,Áo khoác cặp tay dài phối nút - Xanh dương,0.24,283000,372000,363,32,81,Áo khoác,0
111,Áo khoác nam nữ số 72 - Xanh dương,0.37,143000,227000,342,6,83,Áo khoác,0
112,Áo khoác nỉ nam Black Fashion - Đen,0.35,210000,323000,563,21,82,Áo khoác,0
113,Áo khoác jean nam phong cách - Xanh dương,0.39,287000,470000,875,62,81,Áo khoác,0
114,Áo khoác jean nam phong cách - Xanh đen,0.39,287000,470000,875,62,81,Áo khoác,0
115,Áo khoác cặp tay dài phối nút - Đỏ,0.24,283000,372000,363,32,81,Áo khoác,0
116,Áo khoác dù thể thao nam nữ - Xanh đen,0.37,200000,317000,254,3,80,Áo khoác,0
117,Áo khoác dù nam phối logo thời trang - Xanh đen,0.38,208000,335000,1093,63,80,Áo khoác,0
118,Áo khoác nỉ nam Gray Fashion - Xám,0.36,170000,266000,322,4,80,Áo khoác,0
119,Áo khoác nam 2 dây kéo thời trang - Xám,0.37,212000,337000,540,24,80,Áo khoác,0
120,Áo khoác nỉ phối da cao cấp - Đen,0.29,217000,306000,258,1,80,Áo khoác,0
121,Áo khoác dù nam phối sọc phong cách - Xanh dương,0.39,258000,423000,248,5,80,Áo khoác,0
122,Áo khoác kaki nam Clam - Nâu,0.25,260000,347000,2538,45,80,Áo khoác,0
123,Áo khoác nỉ nam phối màu thời trang - Xám,0.37,200000,317000,315,1,80,Áo khoác,0
124,Áo khoác dù nam Faster lịch lãm - Xanh dương,0.31,200000,290000,352,3,80,Áo khoác,0
125,Áo khoác nam nữ Boy Flowers - Đen,0.38,203000,327000,1423,50,81,Áo khoác,0
126,Áo khoác nam nữ lông vũ - Xanh đen,0.37,170000,270000,382,5,80,Áo khoác,0
127,Áo khoác kaki nam 2 lớp cá tính - Đỏ,0.29,278000,392000,339,15,81,Áo khoác,0
128,Áo khoác kaki nam Clam - Xanh rêu,0.25,260000,347000,2538,45,80,Áo khoác,0
129,Áo khoác kaki nam phối màu - Xanh đen,0.35,208000,320000,278,1,80,Áo khoác,0
130,Áo khoác kaki nam tay phối sọc - Đen,0.39,278000,456000,353,9,80,Áo khoác,0
131,Áo khoác nam nữ bóng chày cá tính - Đỏ đô,0.38,174000,281000,361,8,80,Áo khoác,0
132,Áo khoác dù nam nữ thời trang - Xanh đen,0.22,275000,353000,271,1,80,Áo khoác,0
133,Áo khoác dù thể thao nam nữ - Xanh lá,0.37,200000,317000,254,3,80,Áo khoác,0
134,Áo khoác nam thời trang - Đỏ đô,0.38,218000,352000,278,1,100,Áo khoác,0
135,Áo khoác kaki nam phối da sành điệu - Xanh rêu,0.42,283000,488000,263,1,80,Áo khoác,0
136,Áo khoác dù nam Faster lịch lãm - Xanh đen,0.31,200000,290000,352,3,80,Áo khoác,0
137,Áo khoác nam thời trang - Đen,0.38,218000,352000,278,1,100,Áo khoác,0
138,Áo khoác phao nam nữ thu đông - Xanh dương,0.36,437000,683000,265,1,80,Áo khoác,0
139,Áo khoác kaki nam giả vest thanh lịch - Đen,0.42,287000,495000,520,21,80,Áo khoác,0
140,Áo khoác cặp tay dài phối nút - Trắng,0.24,283000,372000,363,32,81,Áo khoác,0
141,Áo khoác dù thể thao nam nữ - Kem,0.37,200000,317000,254,3,80,Áo khoác,0
142,Áo khoác nam thời trang - Xanh,0.38,218000,352000,278,1,100,Áo khoác,0
143,Áo khoác da nam S.Boss phong cách - Đen,0.54,520000,1125000,301,16,80,Áo khoác,0
144,Áo khoác nỉ nam PA thời trang - Xám đậm,0.28,350000,486000,1121,33,80,Áo khoác,0
145,Áo khoác nam phối màu King - Đen,0.4,175000,292000,199,1,80,Áo khoác,0
146,Áo khoác nam/nữ K.Style - Xanh dương,0.38,185000,298000,426,1,80,Áo khoác,0
147,Áo khoác kaki nam Station - Đen,0.33,155000,231000,516,2,80,Áo khoác,0
148,Áo khoác nam nữ sành điệu - Đỏ,0.4,175000,292000,2990,163,80,Áo khoác,0
149,Áo khoác nam nữ London - Đen,0.37,167000,265000,402,21,81,Áo khoác,0
150,Áo khoác da nam Rank - Đen,0.38,185000,298000,426,1,80,Áo khoác,0
151,Áo khoác dù nam Andy thể thao - Xanh đen,0.34,513000,777000,319,12,80,Áo khoác,0
152,Áo khoác dù nam 2 mặt da cá - Xám,0.38,185000,298000,426,1,80,Áo khoác,0
153,Áo khoác nỉ nam SM - Đen,0.35,195000,300000,2947,162,80,Áo khoác,0
154,Áo khoác nam phối màu King - Đỏ,0.36,165000,258000,347,3,80,Áo khoác,0
155,Áo khoác dù nam Fast & Furious - Đen,0.4,270000,450000,313,15,80,Áo khoác,0
156,Áo khoác nam nữ classic fashion - Xám,0.41,183000,310000,461,12,83,Áo khoác,0
157,Áo khoác da Thunder - Đen,0.41,206000,349000,387,2,80,Áo khoác,0
158,Áo khoác nỉ nam Pro - Đen,0.36,220000,344000,548,32,81,Áo khoác,0
159,Áo khoác cặp Lammi - Đen,0.4,275000,458000,356,2,80,Áo khoác,0
160,Áo khoác dù nam nữ new york - Trắng,0.34,150000,227000,257,4,80,Áo khoác,0
161,Áo khoác dù nam Andy thể thao - Xanh lá,0.4,267000,445000,1452,188,80,Áo khoác,0
162,Áo khoác dù nam 2 mặt sọc dark Blue - Đỏ,0.36,220000,344000,548,32,81,Áo khoác,0
163,Áo khoác nỉ nam phối túi Gray - Đen,0.39,150000,246000,614,7,80,Áo khoác,0
164,Áo khoác nam nữ sành điệu - Xanh dương,0.4,175000,292000,2990,163,80,Áo khoác,0
165,Áo khoác dù nam 2 mặt sọc dark Blue - Xám,0.41,183000,310000,461,12,83,Áo khoác,0
166,Áo khoác nỉ nam phối viền tay - Xám,0.71,95000,323000,504,14,80,Áo khoác,0
167,Áo khoác dù nam 2 mặt da cá - Đỏ,0.71,95000,323000,717,29,80,Áo khoác,0
168,Áo khoác dù nam 2 mặt da cá - Xanh,0.36,220000,344000,548,32,81,Áo khoác,0
169,Áo khoác dù nam Andy thể thao - Xanh rêu,0.4,175000,292000,2990,163,80,Áo khoác,0
170,Áo khoác dù nam chống nước Patent - Đen,0.71,95000,323000,717,29,80,Áo khoác,0
171,Áo khoác nam nữ London - Đỏ,0.35,165000,254000,354,2,80,Áo khoác,0
172,Áo khoác nam nữ 2015 - Xanh đen,0.31,213000,309000,569,11,80,Áo khoác,0
173,Áo khoác dù nam chống nước Patent - Xanh đen,0.39,215000,352000,142,1,80,Áo khoác,0
174,Áo khoác nỉ nam phối sọc Yellow - Đen,0.42,170000,293000,1019,24,81,Áo khoác,0
175,Áo khoác nỉ nam PA thời trang - Xám,0.31,213000,309000,569,11,80,Áo khoác,0
176,Áo khoác dù nam nữ Monster - Đen,0.41,206000,349000,387,2,80,Áo khoác,0
177,Áo khoác dù nam Andy thể thao - Xanh dương,0.39,150000,246000,593,6,80,Áo khoác,0
178,Áo khoác dù nam 2 mặt trơn Gray - Xám,0.4,150000,250000,893,70,80,Áo khoác,0
179,Áo khoác đôi thời trang Vz - Đỏ,0.42,170000,293000,1019,24,81,Áo khoác,0
180,Áo khoác nam/nữ K.Style - Xanh đen,0.33,155000,231000,516,2,80,Áo khoác,0
181,Áo khoác dù nam nữ thể thao - Xanh đen,0.39,150000,246000,593,6,80,Áo khoác,0
182,Áo khoác nỉ nam SM - Xám,0.38,185000,298000,426,1,80,Áo khoác,0
183,Áo khoác đôi thời trang Vz - Xám,0.4,175000,292000,2990,163,80,Áo khoác,0
184,Áo khoác nỉ nam phối viền tay - Đen,0.4,270000,450000,313,15,80,Áo khoác,0
185,Áo khoác nam phối màu King - Xanh,0.36,170000,266000,566,15,80,Áo khoác,0
186,Áo khoác nam/nữ ấn tượng - Xám,0.4,175000,292000,199,1,80,Áo khoác,0
187,Áo khoác dù nam 2 mặt sọc Blue - Xanh dương,0.35,238000,366000,364,13,82,Áo khoác,0
188,Áo khoác nỉ nam Pro - Xám,0.39,150000,246000,614,7,80,Áo khoác,0
189,Áo khoác dù nam 2 mặt da cá - Xanh đen,0.36,170000,266000,566,15,80,Áo khoác,0
190,Áo khoác dù nam nữ thể thao - Xanh lá,0.36,250000,391000,363,1,80,Áo khoác,0
191,Áo khoác nam nữ classic fashion - Xanh đen,0.4,150000,250000,893,70,80,Áo khoác,0
192,Áo khoác Kaki bomber nam họa tiết vân cá sấu - Xanh đen,0.5,240000,480000,291,1,80,Áo khoác,0
193,Áo khoác nỉ nam Frog - Cam,0.43,295000,518000,181,1,80,Áo khoác,0
194,Áo khoác nam cổ chui Tattoo - Đen,0.27,319000,437000,204,1,80,Áo khoác,0
195,Áo khoác dù phối nón thời trang - Xám,0.29,295000,415000,280,2,80,Áo khoác,0
196,Áo khoác nỉ nam Viking - Xám,0.33,160000,239000,1378,39,81,Áo khoác,0
197,Áo khoác nam xỏ ngón dây kéo đỏ - Xanh đen,0.42,175000,300000,1657,59,80,Áo khoác,0
198,Áo khoác nỉ unisex thời trang - Xanh đen,0.33,160000,239000,1378,39,81,Áo khoác,0
199,Áo khoác dù nam phối caro phong cách - Đen,0.4,129000,215000,297,3,80,Áo khoác,0
200,Áo khoác kaki nam hàn quốc - Xanh rêu,0.43,228000,400000,9418,515,85,Áo khoác,0
201,Áo khoác da nam Benplay - Đen,0.41,165000,280000,4225,96,83,Áo khoác,0
202,Áo khoác dù cá tính - Xanh dương,0.36,179000,280000,840,21,85,Áo khoác,0
203,Áo khoác nỉ nam Frog - Xanh dương,0.36,179000,279000,273,2,80,Áo khoác,0
204,Áo khoác kaki nam giả vest Tony - Xanh đen,0.4,150000,250000,955,31,80,Áo khoác,0
205,Áo khoác dù nam phối caro phong cách - Xám,0.31,269000,389000,689,4,80,Áo khoác,0
206,Áo khoác kaki Bomber nam cá tính - Xám,0.31,269000,389000,689,4,80,Áo khoác,0
207,Áo khoác kaki Bomber nam cá tính - Nâu,0.46,275000,509000,4165,106,83,Áo khoác,0
208,Áo khoác bomber sắc đen cực chất - Đen,0.3,175000,250000,486,8,80,Áo khoác,0
209,Áo khoác dù Onymax sành điệu - Xám,0.35,190000,292000,481,6,80,Áo khoác,0
210,Áo khoác dù phối nón thời trang - Xanh đen,0.5,240000,480000,291,1,80,Áo khoác,0
211,Áo khoác Bomber nam phối logo năng động - Nâu,0.31,240000,350000,339,7,80,Áo khoác,0
212,Áo khoác nỉ nam AL thời trang - Xanh đen,0.34,250000,380000,232,1,80,Áo khoác,0
213,Áo khoác dù cá tính - Đỏ đô,0.29,295000,415000,280,2,80,Áo khoác,0
214,Áo khoác nỉ unisex thời trang - Xám,0.42,165000,284000,3274,80,87,Áo khoác,0
215,Áo vest Blazer lịch lãm - Đen,0.35,190000,292000,481,6,80,Áo khoác,0
216,Áo khoác nỉ nam Vaser - Đen,0.43,295000,518000,181,1,80,Áo khoác,0
217,Áo khoác kaki nam phong cách - Xanh rêu,0.36,179000,280000,840,21,85,Áo khoác,0
218,Áo khoác nỉ unisex thời trang - Xanh,0.31,240000,350000,339,7,80,Áo khoác,0
219,Áo khoác dù cá tính - Xám,0.36,179000,279000,750,33,80,Áo khoác,0
220,Áo khoác nỉ nam The horse Fast - Xanh đen,0.31,240000,350000,443,15,80,Áo khoác,0
221,Áo khoác nam cổ chui Tattoo - Xám,0.43,295000,518000,221,1,80,Áo khoác,0
222,Áo khoác nam xỏ ngón phối nón - Xám,0.33,160000,239000,1378,39,81,Áo khoác,0
223,Áo khoác nỉ nam The horse Fast - Xanh dương,0.56,299000,682000,566,7,80,Áo khoác,0
224,Áo vest Blazer lịch lãm - Xám,0.42,165000,284000,3274,80,87,Áo khoác,0
225,Áo khoác kaki nam phong cách - Xanh đen,0.4,150000,250000,955,31,80,Áo khoác,0
226,Áo khoác dù nam phối màu Lion King - Kem,0.33,160000,239000,1378,39,81,Áo khoác,0
227,Áo khoác kaki 2 lớp boyfriend - Vàng,0.41,165000,280000,4225,96,83,Áo khoác,0
228,Áo khoác nỉ nam The horse Fast - Xanh,,,539000,154,1,80,Áo khoác,0
229,Áo khoác dù nam phối màu Lion King - Nâu,0.31,269000,389000,689,4,80,Áo khoác,0
230,Áo khoác nỉ nam Haze - Đen,0.45,275000,500000,4931,172,84,Áo khoác,0
231,Áo khoác nam kaki cổ đứng nút bấm nam tính - Xanh đen,0.42,175000,300000,1657,59,80,Áo khoác,0
232,Áo khoác nỉ nam Viking - Đen,0.42,267000,460000,6609,38,81,Áo khoác,0
233,Áo khoác Bomber nam phối logo năng động - Xanh,0.4,339000,565000,283,3,93,Áo khoác,0
234,Áo len nam tay dài Grey - Xám đậm,0.31,240000,350000,297,1,80,Áo khoác,0
235,Áo khoác dù cá tính - Đen,0.36,179000,280000,840,21,85,Áo khoác,0
236,Áo khoác jean nam mạnh mẽ - Xanh đen,0.4,200000,333000,731,18,80,Áo khoác,0
237,Áo khoác nam kaki phối dù Camel - Vàng,0.42,175000,300000,1657,59,80,Áo khoác,0
238,Áo khoác nỉ nam Vaser - Xanh đen,0.43,295000,518000,221,1,80,Áo khoác,0
239,Áo khoác dù nam phối màu Lion King - Xanh đen,0.4,339000,565000,283,3,93,Áo khoác,0
240,Áo sơ mi nam Việt Tây 119-120 - Xanh,,,310000,214,1,80,Áo sơ mi,1
241,Áo sơ mi nam họa tiết - Đỏ,,,310000,208,1,80,Áo sơ mi,1
242,Áo sơ mi nam tay ngắn họa tiết - Xanh đen,0.49,139000,270000,233,2,80,Áo sơ mi,1
243,Áo sơ mi nam tay ngắn kẻ ngang - Xanh dương,,,349000,236,1,80,Áo sơ mi,1
244,Áo sơ mi nam Mốt Trẻ lịch lãm ATD031 - Xám đen,0.39,170000,279000,410,2,80,Áo sơ mi,1
245,Áo sơ mi nam Mốt Trẻ BBD077 - Tím,0.3,220000,314000,261,1,80,Áo sơ mi,1
246,Set áo sơ mi và đầm caro couple - Xanh,,,299000,222,1,80,Áo sơ mi,1
247,Áo sơ mi nam hoạ tiết lịch lãm - B,,,269000,217,1,80,Áo sơ mi,1
248,Áo sơ mi nam phong cách - Xanh dương,0.3,220000,314000,261,1,80,Áo sơ mi,1
249,Áo sơ mi nam Việt Tây 119-120 - Xám,0.33,185000,275000,128,1,80,Áo sơ mi,1
250,Áo sơ mi nam tay ngắn thanh lịch - Vàng,,,310000,229,1,80,Áo sơ mi,1
251,Áo sơ mi nam linen cổ trụ - Trắng,0.36,265000,414000,242,1,80,Áo sơ mi,1
252,Áo sơ mi cặp caro trẻ trung - Đỏ,0.4,170000,283000,339,1,80,Áo sơ mi,1
253,Áo sơ mi nam phối kim loại cổ áo AKUBA NT645 - Đen,0.37,387000,614000,207,2,80,Áo sơ mi,1
254,Áo sơ mi nam phối kim loại cổ áo AKUBA NT645 - Vàng,0.32,183000,270000,122,1,80,Áo sơ mi,1
255,Áo sơ mi caro nam Oppa - Đỏ,0.36,265000,414000,242,1,80,Áo sơ mi,1
256,Áo sơ mi nam dài tay caro Vũ Tuấn 005-5 - Xanh dương,,,330000,125,1,80,Áo sơ mi,1
257,Áo sơ mi nam viền màu thời trang - Cam,0.32,187000,275000,295,1,80,Áo sơ mi,1
258,Áo sơ mi nam tay ngắn họa tiết - Tím,,,269000,207,1,80,Áo sơ mi,1
259,Áo sơ mi nam tay ngắn thanh lịch - Nâu đỏ,0.33,199000,299000,196,1,80,Áo sơ mi,1
260,Áo sơ mi nam họa tiết - Xanh đen,0.37,149000,235000,248,1,80,Áo sơ mi,1
261,Áo sơ mi nam họa tiết - Xanh dương,0.36,265000,414000,242,1,80,Áo sơ mi,1
262,Áo sơ mi nam phối xanh nam tính - Xám,,,330000,125,1,80,Áo sơ mi,1
263,Áo sơ mi nam TIX NiceWee52 - Tím,0.32,183000,270000,269,1,80,Áo sơ mi,1
264,Áo sơ mi nam hoạ tiết lịch lãm - A,0.36,238000,372000,360,5,80,Áo sơ mi,1
265,Áo sơ mi nam JP Collect sọc chỉ tím - Trắng,0.39,220000,361000,307,3,80,Áo sơ mi,1
266,Áo sơ mi nam tay ngắn thanh lịch - Xanh lá,0.31,165000,240000,215,1,80,Áo sơ mi,1
